"subj","Session_name","seq","item","cond","sentence","question","correct","RT_question","whole_sentence_readingtime","List","actual_seq","ffdR1","ffdR2","ffdR3","ffdR4","ffdR5","ffdR6","ffdR7","ffdR8","ffdR9","ffdR10","ffdR11","ffdR12","ffdR13","ffdR14","ffdR15","ffdR16","ffdR17","ffdR18","ffdR19","ffdR20","ffdR21","ffdR22","ffdR23","ffdR24","ffdR25","gzR1","gzR2","gzR3","gzR4","gzR5","gzR6","gzR7","gzR8","gzR9","gzR10","gzR11","gzR12","gzR13","gzR14","gzR15","gzR16","gzR17","gzR18","gzR19","gzR20","gzR21","gzR22","gzR23","gzR24","gzR25","ttR1","ttR2","ttR3","ttR4","ttR5","ttR6","ttR7","ttR8","ttR9","ttR10","ttR11","ttR12","ttR13","ttR14","ttR15","ttR16","ttR17","ttR18","ttR19","ttR20","ttR21","ttR22","ttR23","ttR24","ttR25","reginR1","reginR2","reginR3","reginR4","reginR5","reginR6","reginR7","reginR8","reginR9","reginR10","reginR11","reginR12","reginR13","reginR14","reginR15","reginR16","reginR17","reginR18","reginR19","reginR20","reginR21","reginR22","reginR23","reginR24","reginR25","regoutR1","regoutR2","regoutR3","regoutR4","regoutR5","regoutR6","regoutR7","regoutR8","regoutR9","regoutR10","regoutR11","regoutR12","regoutR13","regoutR14","regoutR15","regoutR16","regoutR17","regoutR18","regoutR19","regoutR20","regoutR21","regoutR22","regoutR23","regoutR24","regoutR25"
4,"A_M001",16,50,"AttachHigh","Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.","Where was the resort?",1,2325.54,10098.7,"a",16,NA,NA,140,140,260,NA,180,NA,NA,247,NA,214,56,NA,289,NA,NA,237,NA,NA,NA,NA,NA,NA,NA,0,0,140,140,260,0,180,0,0,247,0,214,56,0,289,0,0,237,0,0,0,0,0,0,0,279,207,963,681,349,427,1026,0,508,861,280,561,821,201,546,0,287,363,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,1,1,0,1,1,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,NA,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",47,51,"AttachLow","From the gallery, Franny observed the nurses of the surgeon who was in charge of the operation currently underway.","Where was Franny?",0,3907.46,8479.09,"a",47,NA,NA,NA,123,NA,191,241,NA,NA,271,NA,410,NA,198,NA,NA,217,NA,338,NA,NA,NA,NA,NA,NA,0,0,0,123,0,191,241,0,0,271,0,410,0,198,0,0,217,0,616,0,0,0,0,0,0,0,350,313,634,731,364,535,0,264,577,0,794,151,610,0,29,835,232,616,0,0,0,0,0,0,NA,1,1,0,1,1,1,NA,1,1,NA,1,1,1,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,0,NA,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
4,"A_M001",60,55,"AttachMulti","On the fishing trip, we laughed at the uncle of the sailor who was confused about the motor on the boat.","Who got confused?",0,1162.45,4671.33,"a",60,NA,NA,NA,128,NA,174,NA,NA,154,NA,NA,263,NA,NA,188,NA,181,207,NA,NA,218,NA,NA,NA,NA,0,0,0,128,0,446,0,0,154,0,0,263,0,0,188,0,181,207,0,0,218,0,0,0,0,0,253,0,254,0,446,0,197,154,0,316,263,0,260,522,202,383,207,0,0,218,0,0,0,0,NA,1,NA,0,NA,0,NA,1,0,NA,1,0,NA,1,0,1,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,0,NA,NA,1,NA,NA,NA,NA
4,"A_M001",40,56,"AttachHigh","At trial, we scrutinized the prisoner of the FBI agents who was lying about the incident at the casino.","Who lied?",1,1240.69,8155.77,"a",40,NA,NA,123,303,150,358,NA,NA,103,75,341,NA,181,325,169,219,NA,NA,284,NA,NA,NA,NA,NA,NA,0,0,123,303,150,358,0,0,103,75,341,0,181,325,169,219,0,0,284,0,0,0,0,0,0,0,282,123,1028,380,677,212,189,499,75,341,846,651,607,169,530,0,0,284,0,0,0,0,0,0,NA,1,NA,1,1,1,0,0,1,0,0,1,0,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,0,1,0,NA,1,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA
4,"A_M001",55,57,"AttachLow","During the demonstration, someone photographed the soldiers of the lieutenant who was camouflaged and hiding in the trees.","Who hid in the trees?",0,2033.24,9649.65,"a",55,NA,NA,179,411,314,NA,220,NA,NA,646,NA,310,280,159,NA,97,NA,192,NA,NA,NA,NA,NA,NA,NA,0,0,179,411,314,0,470,0,0,992,0,310,280,159,0,97,0,192,0,0,0,0,0,0,0,0,535,1061,783,810,0,706,348,0,1341,217,421,482,159,564,97,0,192,0,0,0,0,0,0,0,NA,1,1,0,1,NA,0,1,NA,1,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,NA,0,NA,0,0,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",26,61,"AttachMulti","No one quite knew how to respond to the buddies of the janitors who burp without excusing themselves.","Did everyone excuse themselves?",1,2005.72,7512.87,"a",26,NA,NA,NA,169,353,NA,151,NA,NA,225,NA,NA,281,NA,240,320,259,174,NA,NA,NA,NA,NA,NA,NA,0,0,0,169,353,0,271,0,0,225,0,0,281,0,240,613,259,174,0,0,0,0,0,0,0,0,225,319,852,353,176,462,183,0,1046,0,207,797,0,240,613,405,174,0,0,0,0,0,0,0,NA,1,1,1,0,0,1,0,NA,1,NA,1,0,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,NA,NA,1,NA,NA,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",74,62,"AttachHigh","The cunning Wally outmaneuvered the henchmen of the villain who often fail to carry out the plot.","Do the plots always succeed?",1,1591.83,7143.97,"a",74,NA,365,NA,214,NA,190,NA,NA,258,NA,654,276,NA,NA,218,NA,277,NA,NA,NA,NA,NA,NA,NA,NA,0,365,0,214,0,190,0,0,517,0,654,559,0,0,218,0,277,0,0,0,0,0,0,0,0,0,365,259,742,57,512,0,0,517,0,654,825,0,262,646,0,277,0,0,0,0,0,0,0,0,NA,NA,1,0,1,0,NA,NA,0,NA,0,1,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,1,NA,NA,0,NA,0,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",52,63,"AttachLow","Down at the pub, Ollie gossiped about the daughter of the nurses who were at church last Sunday in grimy shorts.","Where was Ollie?",1,1213.47,10326.88,"a",52,NA,NA,NA,NA,231,236,NA,306,264,NA,NA,242,287,322,NA,179,NA,NA,195,NA,205,NA,NA,NA,NA,0,0,0,0,231,384,0,306,264,0,0,242,287,322,0,179,0,0,195,0,205,0,0,0,0,227,1089,112,464,383,602,0,1299,1051,0,715,242,287,731,0,179,0,242,360,0,205,0,0,0,0,1,1,1,0,0,1,NA,1,1,NA,1,0,0,1,NA,0,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,1,0,0,NA,0,NA,NA,1,NA,1,NA,NA,NA,NA
4,"A_M001",20,67,"AttachMulti","At the summit, Ursula warmly greeted the advisors of the tycoons who snowboard in Aspen in January.","Who snowboards?",0,2308.62,12530.96,"a",20,NA,NA,113,203,261,248,NA,227,NA,NA,377,NA,304,NA,261,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,0,0,113,395,261,248,0,227,0,0,535,0,304,0,261,0,205,0,0,0,0,0,0,0,0,0,458,806,596,1824,1099,605,1752,0,792,729,0,1010,0,491,122,561,0,0,0,0,0,0,0,0,NA,1,1,1,1,1,0,1,NA,1,0,NA,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,NA,NA,1,NA,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",12,68,"AttachHigh","Rosalina testified against the detectives of the senator who were caught spying on his colleagues.","Who got caught spying?",1,6149.9,8011.54,"a",12,NA,132,286,NA,328,NA,NA,328,NA,166,362,412,NA,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,132,286,0,328,0,0,683,0,166,362,412,0,0,440,0,0,0,0,0,0,0,0,0,0,437,868,634,0,870,0,246,1204,417,388,557,412,0,0,663,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,1,NA,1,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,NA,NA,0,NA,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",57,69,"AttachLow","Before the exhibition, Silas telephoned the friend of the bodybuilders who write fan fiction about Batman.","Who writes fan fiction?",0,1283.15,7540.31,"a",57,NA,NA,233,339,359,NA,214,NA,NA,370,NA,432,NA,394,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,233,339,359,0,442,0,0,605,0,432,0,394,0,310,0,0,0,0,0,0,0,0,0,413,0,555,339,682,111,442,224,387,1433,268,609,0,394,0,310,0,0,0,0,0,0,0,0,0,1,NA,0,0,1,0,0,1,1,1,0,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,NA,1,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",56,73,"FILLER1","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.","Which market is Apple rumored to enter?",1,1842.51,6462.03,"a",56,NA,NA,277,279,NA,227,NA,NA,197,NA,252,154,206,NA,293,161,266,268,NA,213,221,NA,NA,NA,NA,0,0,277,704,0,227,0,0,197,0,252,154,206,0,293,161,266,268,0,213,221,0,0,0,0,143,0,277,704,188,227,538,0,424,0,425,268,469,200,293,161,266,268,0,450,221,0,0,0,0,1,NA,NA,0,1,0,1,NA,1,NA,1,1,1,1,0,0,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,NA,1,NA,NA,1,NA,1,0,1,NA,1,1,0,0,NA,0,1,NA,NA,NA,NA
4,"A_M001",15,74,"FILLER1","A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.","Who hates the bill most?",1,1544.79,5018.76,"a",15,NA,NA,NA,231,NA,180,NA,281,164,209,NA,167,NA,212,276,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,0,0,0,231,0,319,0,515,502,209,0,167,0,212,276,0,0,55,0,0,0,0,0,0,0,0,338,0,431,0,319,0,515,715,209,182,167,0,304,276,243,0,298,0,0,0,0,0,0,0,NA,1,NA,0,NA,0,NA,0,1,0,1,0,NA,1,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,1,NA,1,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",29,75,"FILLER1","The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.","At which point are people resistent to a wider range of temperature?",1,3106.06,6089.5,"a",29,NA,NA,362,NA,173,NA,NA,203,241,NA,241,277,321,157,NA,239,129,NA,NA,59,NA,NA,NA,NA,NA,0,0,362,0,490,0,0,203,241,0,514,277,321,157,0,239,129,0,0,59,0,0,0,0,0,0,62,509,0,687,270,0,366,241,155,655,277,321,157,124,239,129,0,0,59,0,0,0,0,0,NA,1,1,NA,1,1,NA,1,0,0,0,0,0,0,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,0,NA,0,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",71,76,"FILLER1","Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.","Did the man escape Peter's attempt to attack?",1,2050.65,9522.77,"a",71,242,NA,NA,127,NA,191,336,NA,298,NA,242,NA,174,167,102,NA,349,NA,NA,NA,NA,226,NA,NA,NA,242,0,0,127,0,191,336,0,298,0,242,0,174,340,102,0,874,0,0,0,0,466,0,0,0,923,447,607,950,262,485,336,177,298,136,242,262,174,340,436,0,874,0,0,0,0,466,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,NA,1,0,NA,1,NA,1,NA,1,0,0,NA,1,NA,NA,NA,NA,0,NA,NA,NA
4,"A_M001",9,77,"FILLER1","Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.","Did Larson see more than one opportunity?",1,3602.56,8697.21,"a",9,NA,183,NA,100,NA,294,263,357,181,344,NA,300,NA,NA,NA,211,NA,NA,302,210,NA,NA,NA,NA,NA,0,183,0,100,0,294,728,357,181,344,0,413,0,0,0,211,0,0,302,210,0,0,0,0,0,349,1120,735,826,449,294,728,357,181,344,0,413,0,257,0,211,0,655,302,210,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA,0,NA,1,NA,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,1,NA,1,0,0,0,0,NA,0,NA,NA,NA,1,NA,NA,0,1,NA,NA,NA,NA,NA
4,"A_M001",77,78,"FILLER1","Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.","Is the leader cocnered about the weather?",1,3303.92,7182.48,"a",77,NA,356,NA,NA,143,NA,235,180,385,NA,291,264,NA,NA,210,NA,234,NA,NA,NA,NA,NA,NA,NA,NA,0,356,0,0,143,0,235,180,385,0,291,264,0,0,210,0,234,0,0,0,0,0,0,0,0,189,356,0,272,631,280,614,180,1124,433,420,264,0,216,461,257,234,0,0,0,0,0,0,0,0,1,NA,NA,1,0,1,1,0,1,1,0,0,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,0,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",54,79,"FILLER1","Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.","Was Greg Anderson asked to testify?",1,2083.02,9192.96,"a",54,NA,260,418,280,NA,210,176,NA,166,242,NA,308,268,NA,238,NA,361,NA,184,NA,NA,NA,NA,NA,NA,0,260,727,280,0,210,176,0,429,242,0,558,268,0,238,0,361,0,184,0,0,0,0,0,0,0,469,1356,280,0,540,225,273,842,510,0,1041,516,136,407,406,483,0,184,0,0,0,0,0,0,NA,1,1,0,NA,1,1,0,1,0,NA,1,0,1,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,0,0,NA,0,1,NA,0,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA
4,"A_M001",45,80,"FILLER1","Owls are more flexible than humans because a bird's head is only connected by one socket pivot.","Are humans less flexible than owls?",1,2258.03,5793.47,"a",45,NA,491,262,235,NA,182,NA,322,233,NA,119,196,287,NA,NA,276,151,NA,NA,NA,NA,NA,NA,NA,NA,0,491,262,235,0,369,0,322,493,0,119,196,287,0,0,276,151,0,0,0,0,0,0,0,0,245,491,262,235,0,544,0,322,811,266,119,464,287,0,272,276,151,0,0,0,0,0,0,0,0,1,NA,0,0,NA,1,NA,0,1,1,0,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,0,NA,1,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",62,81,"FILLER1","Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity?",1,3551.28,4340.56,"a",62,NA,NA,NA,144,207,NA,NA,NA,201,NA,211,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,314,207,0,0,0,201,0,211,209,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,134,469,207,0,452,512,201,0,495,209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,0,NA,1,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",17,82,"FILLER1","Buck did not like it, but he bore up well to the work, taking pride in it.","How did Buck deal with his job?",1,2166.33,10799.25,"a",17,NA,NA,NA,NA,NA,130,NA,238,375,NA,NA,212,148,NA,315,NA,273,136,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,130,0,238,375,0,0,212,148,0,315,0,273,136,0,0,0,0,0,0,0,315,438,137,860,0,337,363,2025,947,224,695,972,322,189,383,155,273,136,0,0,0,0,0,0,0,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,0,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",69,83,"FILLER1","These days, neuroscience is beginning to catch up to musicians who practice mentally.","Is neuroscience making progress in understanding how musicians can practice mentally?",1,2862.42,5754.5,"a",69,NA,NA,167,NA,145,NA,415,NA,NA,233,NA,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,167,0,400,0,415,0,0,233,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,220,415,0,400,0,415,0,378,828,0,1361,686,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,NA,0,NA,0,NA,1,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",7,84,"FILLER1","Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.","Why would the neighbors feel inferior?",1,2833.99,5842.87,"a",7,NA,308,NA,NA,215,217,NA,157,NA,182,NA,NA,218,NA,NA,240,NA,201,NA,164,NA,NA,NA,219,NA,0,533,0,0,215,217,0,157,0,182,0,0,218,0,0,240,0,201,0,164,0,0,0,219,0,0,533,290,0,215,217,270,512,230,667,0,198,541,0,199,240,208,201,0,164,0,133,0,219,0,NA,0,1,NA,0,0,1,0,1,1,NA,0,0,NA,1,0,1,0,NA,0,NA,1,NA,0,NA,NA,0,NA,NA,1,0,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,0,NA,NA,NA,1,NA
4,"A_M001",59,85,"FILLER1","Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.","What do most people think about binge drinking?",1,3453.97,6448.66,"a",59,NA,139,171,NA,367,NA,NA,NA,216,209,202,NA,338,266,NA,NA,NA,179,303,NA,NA,NA,NA,NA,NA,0,472,171,0,702,0,0,0,216,209,202,0,338,266,0,0,0,179,303,0,0,0,0,0,0,116,1306,171,0,960,0,190,186,571,209,202,0,338,266,0,0,464,179,303,0,0,0,0,0,0,1,1,0,NA,1,NA,1,1,0,0,0,NA,0,0,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,1,0,0,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
4,"A_M001",19,86,"FILLER1","When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.","Are skunks inclined to face forward when attacked?",1,4785.44,4603.91,"a",19,NA,128,NA,255,335,431,NA,NA,196,NA,299,NA,170,NA,NA,294,384,NA,NA,NA,NA,NA,NA,NA,NA,0,416,0,255,335,705,0,0,456,0,299,0,170,0,0,294,384,0,0,0,0,0,0,0,0,0,416,0,255,335,705,0,0,456,0,299,238,257,0,0,483,384,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,NA,NA,0,NA,0,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,NA,0,NA,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",39,87,"FILLER1","All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.","Are electrical singals in our brain always correct?",1,2830.39,9716,"a",39,NA,NA,147,NA,170,640,NA,283,NA,407,265,184,304,414,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,0,0,147,0,170,640,0,283,0,644,265,184,304,414,0,0,0,76,0,0,0,0,0,0,0,0,537,840,331,554,640,466,307,362,1320,879,402,304,414,0,342,0,76,0,0,0,0,0,0,0,NA,1,1,1,1,0,1,0,1,1,1,0,0,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,0,1,1,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",43,88,"FILLER1","There often seems to be more diving in soccer than in the Summer Olympics.","Do people frequently dive in soccer?",1,1821,6480.79,"a",43,NA,NA,174,229,178,342,273,NA,325,NA,NA,NA,197,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,174,229,178,662,273,0,325,0,0,0,197,310,0,0,0,0,0,0,0,0,0,0,0,210,467,385,229,619,1169,724,172,606,0,381,0,197,310,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,NA,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",24,89,"FILLER1","Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.","How would one describe Susan?",1,2532,11292.08,"a",24,NA,NA,339,247,234,NA,162,NA,712,254,NA,173,NA,371,NA,257,293,NA,244,NA,125,NA,NA,NA,NA,0,0,339,247,234,0,162,0,712,254,0,173,0,371,0,257,293,0,244,0,125,0,0,0,0,210,0,551,599,1177,358,162,240,1136,628,893,173,130,985,196,774,464,125,244,241,246,0,0,0,0,1,NA,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,1,NA,1,NA,0,0,NA,1,NA,1,NA,1,0,NA,0,NA,1,NA,NA,NA,NA
4,"A_M001",50,90,"FILLER1","Unfortunately, for every six water bottles we use, only one makes it to the recycling bin.","What is the average recycling rate?",1,4423.14,3481.99,"a",50,313,NA,NA,186,NA,284,166,NA,244,NA,202,NA,163,NA,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,0,0,186,0,284,166,0,244,0,202,0,163,0,367,0,0,0,0,0,0,0,0,0,0,313,0,406,186,341,284,166,0,244,0,202,0,163,88,367,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1,0,0,NA,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,0,NA,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",67,91,"FILLER1","As in the United States, Colombian legislation requires travelers entering the country to declare cash in excess of ten thousand dollars.","As you enter Colombia, do you need to declare cash in excess of fifteen thousand dollars?",1,5563.97,8252.42,"a",67,NA,NA,NA,NA,152,242,35,292,171,186,139,293,NA,NA,213,NA,234,NA,NA,245,471,NA,NA,NA,NA,0,0,0,0,152,242,511,292,607,186,139,293,0,0,213,0,234,0,0,245,471,0,0,0,0,0,217,388,285,152,431,687,661,828,669,139,293,0,209,213,252,587,0,0,433,471,0,0,0,0,NA,1,1,1,NA,1,0,0,1,1,0,0,NA,1,0,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,0,NA,NA,1,NA,1,NA,NA,0,1,NA,NA,NA,NA
4,"A_M001",73,92,"FILLER1","Stress is a risk factor for both depression and anxiety, he says.","Is stress a risk factor for depression, but not anxiety?",1,3896.97,3897.68,"a",73,NA,NA,429,NA,131,201,318,244,NA,169,189,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,429,0,131,201,318,244,0,169,189,660,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,429,420,312,201,318,244,0,169,189,660,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,1,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",65,93,"FILLER1","When it comes to having a lasting and fulfilling relationship, common wisdom says that feeling close to your romantic partner is paramount.","Does common wisdom emphasize a healthy distance to maintain a lasting relationship?",1,3724.21,7369.7,"a",65,NA,NA,359,NA,NA,188,162,NA,180,223,NA,163,NA,216,208,NA,232,NA,238,NA,161,540,243,NA,NA,0,0,359,0,0,188,162,0,180,412,0,501,0,216,208,0,232,0,503,0,161,540,243,0,0,0,0,590,0,287,188,647,0,482,607,0,501,352,429,208,233,232,0,503,0,161,540,243,0,0,NA,NA,1,NA,1,0,1,NA,1,0,NA,0,1,1,0,1,0,NA,0,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,1,0,NA,1,0,NA,0,NA,1,1,NA,1,NA,0,NA,0,1,NA,NA,NA
4,"A_M001",33,94,"FILLER1","Voltaire himself probably won around half a million livres, a large fortune, which he then made even larger.","Was half a million livres considered a significant amount of money?",1,3460.41,12340.57,"a",33,NA,119,387,453,NA,312,NA,NA,357,NA,NA,379,NA,NA,NA,276,294,NA,NA,NA,NA,NA,NA,NA,NA,0,119,387,453,0,312,0,0,357,0,0,524,0,0,0,276,294,0,0,0,0,0,0,0,0,1203,1505,774,453,254,624,0,462,1166,0,0,970,0,199,795,496,490,0,0,0,0,0,0,0,0,1,1,1,0,1,1,NA,1,1,NA,NA,1,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,NA,1,NA,NA,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
4,"A_M001",37,95,"FILLER1","When preparing to check out of their hotel room, some frequent travelers pile up their used bath towels on the bathroom floor.","Do frequent travellers sometimes pile clean bath towels on the bathroom floor before checking out of a hotel?",1,4617.68,5617.22,"a",37,NA,NA,NA,205,NA,NA,153,NA,578,NA,402,466,NA,474,NA,390,NA,290,NA,NA,NA,NA,NA,NA,NA,0,0,0,205,0,0,153,0,578,0,402,466,0,474,0,390,0,290,0,0,0,0,0,0,0,0,258,310,205,219,0,153,0,578,0,402,466,0,474,172,390,0,290,0,0,0,0,0,0,0,NA,1,0,NA,1,NA,0,NA,0,NA,0,0,NA,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,0,NA,0,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
